TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,Transaction Duration,Login Attempts,Account Balance,PreviousTransaction Date
TX000139,AC00405,997.43,22-11-2023 16:07,Debit,Seattle,D000661,100.4.40.132,M067,Online,69,Doctor,118,1,6810.05,04-11-2024 08:08
TX000140,AC00385,234.57,01-09-2023 16:09,Debit,Chicago,D000553,45.182.28.148,M045,Online,23,Student,120,1,263.98,04-11-2024 08:08
TX000141,AC00403,6.0,23-10-2023 18:38,Debit,Chicago,D000556,18.72.115.111,M090,Online,30,Doctor,246,1,5442.76,04-11-2024 08:09
TX000142,AC00114,1049.92,23-10-2023 16:50,Debit,Detroit,D000522,121.67.144.20,M052,ATM,80,Retired,21,1,2037.85,04-11-2024 08:10
TX000143,AC00163,227.14,03-07-2023 17:42,Debit,Charlotte,D000439,197.162.55.147,M057,ATM,18,Student,294,1,341.94,04-11-2024 08:11
TX000144,AC00108,233.74,24-10-2023 16:41,Credit,Oklahoma City,D000600,96.115.67.230,M030,Online,66,Retired,17,1,1066.59,04-11-2024 08:11
TX000145,AC00397,113.02,25-09-2023 16:54,Credit,Jacksonville,D000369,33.212.169.157,M019,Branch,69,Retired,166,1,6077.96,04-11-2024 08:07
TX000146,AC00434,45.85,16-02-2023 17:57,Debit,Los Angeles,D000241,163.129.70.210,M085,ATM,20,Student,92,1,1659.15,04-11-2024 08:07
TX000147,AC00385,973.39,30-08-2023 17:23,Debit,Sacramento,D000292,202.194.199.70,M026,Branch,77,Retired,296,1,2042.22,04-11-2024 08:11
TX000148,AC00161,514.95,13-04-2023 18:37,Debit,New York,D000109,23.92.205.75,M056,Online,41,Doctor,142,5,421.93,04-11-2024 08:10
TX000149,AC00333,415.5,28-07-2023 16:29,Debit,Memphis,D000330,140.212.253.222,M077,ATM,66,Doctor,141,1,10113.66,04-11-2024 08:10
TX000150,AC00279,265.76,06-02-2023 17:48,Debit,Philadelphia,D000158,3.157.63.220,M049,Online,54,Retired,92,1,4446.17,04-11-2024 08:12
TX000151,AC00072,69.4,24-07-2023 18:08,Debit,Virginia Beach,D000413,216.151.64.40,M073,Online,80,Retired,113,1,6452.77,04-11-2024 08:09
TX000152,AC00242,332.93,20-11-2023 16:29,Credit,Albuquerque,D000548,113.115.81.178,M039,Branch,35,Engineer,293,1,2788.2,04-11-2024 08:08
TX000153,AC00303,267.9,09-10-2023 16:52,Debit,San Antonio,D000605,216.32.4.105,M078,Online,20,Student,160,1,596.16,04-11-2024 08:08
TX000154,AC00442,496.03,03-11-2023 16:45,Debit,San Francisco,D000070,210.160.90.52,M009,Branch,61,Doctor,265,1,12904.66,04-11-2024 08:09
TX000155,AC00087,376.26,15-02-2023 16:41,Debit,Tucson,D000481,82.88.241.226,M081,ATM,37,Engineer,245,1,9062.4,04-11-2024 08:09
TX000156,AC00174,83.02,04-09-2023 17:59,Credit,Seattle,D000226,34.92.221.183,M058,Online,36,Engineer,171,1,9009.56,04-11-2024 08:11
TX000157,AC00421,93.26,27-07-2023 16:22,Credit,New York,D000436,182.225.2.156,M092,Online,20,Student,72,1,1152.2,04-11-2024 08:12
TX000158,AC00111,803.37,17-04-2023 16:08,Credit,Memphis,D000108,191.91.45.159,M030,Branch,68,Doctor,129,1,12168.37,04-11-2024 08:08
TX000159,AC00275,35.76,19-09-2023 17:38,Debit,Charlotte,D000678,111.78.64.133,M057,Branch,23,Student,122,1,611.86,04-11-2024 08:11
TX000160,AC00492,28.53,31-05-2023 16:37,Debit,Washington,D000310,215.97.143.157,M035,Online,62,Doctor,99,1,8670.53,04-11-2024 08:06
TX000161,AC00380,139.53,09-10-2023 17:20,Credit,Louisville,D000491,167.104.180.235,M002,Online,53,Doctor,177,1,10098.86,04-11-2024 08:07
TX000162,AC00227,307.57,09-01-2023 16:12,Debit,Detroit,D000076,128.16.32.183,M049,Branch,33,Doctor,285,1,5307.74,04-11-2024 08:06
TX000163,AC00257,60.65,26-05-2023 18:15,Credit,Tucson,D000456,10.144.131.89,M085,Branch,56,Retired,53,1,1047.28,04-11-2024 08:09
TX000164,AC00062,74.86,14-08-2023 17:43,Debit,Nashville,D000115,161.168.126.136,M028,Branch,70,Doctor,125,1,6921.48,04-11-2024 08:07
TX000165,AC00383,117.97,24-11-2023 18:51,Debit,Kansas City,D000281,198.39.35.23,M100,Branch,51,Retired,137,1,1475.46,04-11-2024 08:09
TX000166,AC00182,231.91,31-01-2023 18:31,Debit,Memphis,D000371,161.71.2.223,M044,ATM,34,Engineer,165,1,112.76,04-11-2024 08:12
TX000167,AC00478,126.21,14-02-2023 16:07,Debit,Baltimore,D000001,141.121.30.32,M001,Branch,75,Retired,268,1,5669.66,04-11-2024 08:08
TX000168,AC00332,506.28,02-05-2023 17:03,Credit,Chicago,D000606,110.150.1.201,M010,Online,53,Retired,162,2,1309.95,04-11-2024 08:09
TX000169,AC00202,304.35,04-12-2023 17:07,Debit,Houston,D000281,183.39.94.209,M007,Branch,31,Engineer,36,1,4057.1,04-11-2024 08:08
TX000170,AC00331,281.85,16-05-2023 17:26,Debit,Detroit,D000148,219.193.239.152,M013,ATM,22,Student,109,1,1585.98,04-11-2024 08:07
TX000171,AC00474,777.88,20-03-2023 16:58,Debit,Houston,D000436,139.23.212.102,M018,Branch,31,Engineer,17,1,6825.55,04-11-2024 08:09
TX000172,AC00268,119.18,25-08-2023 18:01,Debit,Los Angeles,D000309,7.105.184.86,M093,Branch,56,Retired,96,1,5516.5,04-11-2024 08:07
TX000173,AC00247,177.19,15-05-2023 17:25,Debit,Chicago,D000666,130.92.201.49,M088,Online,76,Retired,43,1,5343.3,04-11-2024 08:06
TX000174,AC00298,260.88,29-05-2023 16:50,Debit,Denver,D000327,184.59.28.72,M094,Branch,22,Student,36,1,903.05,04-11-2024 08:06
